noun,adjective,wiki_similarity,ldp_similarity
bucket,red,0.42187026143074036,0.18551823496818542
piranha,red,0.2793539762496948,0.35282498598098755
bird,red,0.3770584166049957,0.3069205582141876
gecko,red,0.24276690185070038,nan
puppy,red,0.34282609820365906,0.2212240993976593
road,red,0.3931671679019928,0.23700881004333496
button,red,0.463963121175766,0.43631482124328613
punch,red,0.35917359590530396,-0.027064479887485504
handle,red,0.2743666470050812,0.4485562741756439
man,red,0.3831343352794647,0.12443365156650543
hand,red,0.43406444787979126,0.2409181296825409
reindeer,red,0.3534661531448364,0.3505457937717438
train,red,0.32912030816078186,0.19155260920524597
foot,red,0.3749217689037323,0.2703941762447357
kite,red,0.3960946500301361,0.3941013216972351
planet,red,0.350458025932312,0.35217875242233276
jacket,red,0.4336237609386444,0.1838442087173462
tape,red,0.48342955112457275,0.16455332934856415
puck,red,0.2535838782787323,0.24830235540866852
pants,red,0.4308428168296814,0.12919045984745026
boat,red,0.3769642114639282,0.39855340123176575
turtle,red,0.40751296281814575,0.5772111415863037
penguin,red,0.31889164447784424,0.45083731412887573
whale,red,0.3594050407409668,0.4593513011932373
book,red,0.34303849935531616,0.014649733901023865
machine,red,0.3204209506511688,0.2478375881910324
railing,red,0.32204556465148926,0.20635531842708588
hat,red,0.44884854555130005,0.3870152235031128
dinosaur,red,0.35238173604011536,0.5014985799789429
sun,red,0.43110525608062744,0.44204795360565186
crab,red,0.44874635338783264,0.23357269167900085
ruby,red,0.4959443509578705,0.17542245984077454
bell,red,0.35667604207992554,0.22502222657203674
eye,red,0.39408960938453674,0.3461553454399109
bridge,red,0.31126099824905396,0.2819347679615021
clock,red,0.3842851221561432,0.4317576289176941
pole,red,0.33495453000068665,0.13047492504119873
rose,red,0.40868648886680603,0.31065601110458374
letter,red,0.40686824917793274,0.2885555028915405
suit,red,0.3479877710342407,0.25199198722839355
petal,red,0.3102499842643738,nan
grey,red,0.7166698575019836,0.6316887140274048
mouth,red,0.3232339918613434,0.10749079287052155
fan,red,0.3368912935256958,0.3707970380783081
tower,red,0.3484898507595062,0.2614663541316986
tail,red,0.42765507102012634,0.4464157223701477
boy,red,0.36241772770881653,0.15973244607448578
ribbon,red,0.4713994562625885,0.38145706057548523
sauce,red,0.421342134475708,0.3661121129989624
pin,red,0.37704384326934814,0.162054643034935
colors,red,0.5317341685295105,0.28896287083625793
hamster,red,0.3440103828907013,0.16310210525989532
bowl,red,0.3082077205181122,0.2632432281970978
doggie,red,0.23385407030582428,0.339280366897583
bicycle,red,0.3882717192173004,0.2505902945995331
purple,red,0.790968120098114,0.8545986413955688
blood,red,0.4786936640739441,0.33293819427490234
mark,red,0.4429802894592285,0.19976955652236938
paint,red,0.42714571952819824,0.36110007762908936
dot,red,0.4534578025341034,0.6707178354263306
cab,red,0.35821953415870667,0.33202534914016724
picture,red,0.42331162095069885,0.2337057888507843
cape,red,0.39991724491119385,0.4242047667503357
bone,red,0.3789671063423157,0.34756624698638916
lip,red,0.36798742413520813,0.19009599089622498
belly,red,0.4577929675579071,0.3727726638317108
luggage,red,0.2529427707195282,0.2533987760543823
lead,red,0.34594088792800903,0.10862281173467636
tights,red,0.392959326505661,0.26842910051345825
tractor,red,0.36537033319473267,0.3796825408935547
dandelion,red,0.2998586893081665,nan
border,red,0.4000645875930786,0.32184916734695435
pig,red,0.42725348472595215,0.3867392838001251
sifter,red,0.1385956108570099,0.24776987731456757
cap,red,0.40467947721481323,0.4663732647895813
seat,red,0.3586002588272095,0.1179480031132698
star,red,0.4175986647605896,0.728044867515564
edge,red,0.40031635761260986,0.46356841921806335
card,red,0.486528217792511,0.29676201939582825
pea,red,0.35899579524993896,0.03007069230079651
bow,red,0.3954254984855652,0.3507445454597473
rod,red,0.3587437868118286,0.19074684381484985
leaf,red,0.3814573884010315,0.4322834610939026
square,red,0.4512949585914612,0.7224276661872864
bead,red,0.34442663192749023,0.46064072847366333
cone,red,0.33798983693122864,0.3191620707511902
face,red,0.4331890344619751,0.1466381549835205
hair,red,0.46444523334503174,0.08329430222511292
gate,red,0.2967601418495178,0.1901242583990097
box,red,0.48147594928741455,0.20285528898239136
diamond,red,0.39985233545303345,0.5732430815696716
digger,red,0.25782549381256104,0.2742483615875244
cow,red,0.3823503255844116,0.2974483370780945
corner,red,0.4502238631248474,0.453826904296875
gravy,red,0.35192281007766724,0.1861031949520111
plate,red,0.33468371629714966,0.23461629450321198
truck,red,0.41517511010169983,0.13368549942970276
shirt,red,0.4983133375644684,0.19982896745204926
piece,red,0.3367253839969635,0.32787421345710754
tree,red,0.3682573735713959,0.18442916870117188
wine,red,0.4796903133392334,0.1270163506269455
milk,red,0.35997068881988525,0.17587900161743164
shoe,red,0.38923245668411255,0.2341465950012207
licorice,red,0.4098336696624756,0.32641297578811646
ocean,red,0.39379894733428955,0.2822284996509552
bracelet,red,0.33078640699386597,0.16972172260284424
candy,red,0.3508714437484741,0.21395891904830933
juice,red,0.42192718386650085,0.2232649028301239
gym,red,0.2828863859176636,0.05358866974711418
bottom,red,0.5000669956207275,0.364358514547348
tongue,red,0.3366923928260803,0.21890889108181
green,red,0.7957031726837158,0.9071093797683716
snake,red,0.39278939366340637,0.3039163649082184
oval,red,0.39780890941619873,0.33101359009742737
butterfly,red,0.310918927192688,0.4676154851913452
bat,red,0.2963276505470276,0.36848515272140503
paper,red,0.3777674436569214,0.40041691064834595
block,red,0.3188360333442688,0.6459586024284363
wing,red,0.3774215877056122,0.36605846881866455
boot,red,0.3631323575973511,0.2661535143852234
circle,red,0.4283429682254791,0.6060190200805664
pickle,red,0.3557894825935364,0.2767018675804138
sand,red,0.4476257264614105,0.2693729102611542
bunny,red,0.3434344530105591,0.3794326186180115
cherry,red,0.448186993598938,0.44761842489242554
car,red,0.39266538619995117,0.2982994616031647
jeep,red,0.3094179332256317,0.22846901416778564
match,red,0.4184843897819519,0.29436856508255005
spot,red,0.40433454513549805,0.2087646871805191
fish,red,0.39756157994270325,0.4940876066684723
lid,red,0.3011792302131653,0.44583356380462646
cheek,red,0.41533297300338745,0.19596612453460693
knob,red,0.36733299493789673,0.2839093804359436
toy,red,0.3824116885662079,0.17099526524543762
sky,red,0.5049946308135986,0.40618425607681274
tricycle,red,0.33916106820106506,0.3934061527252197
van,red,0.359923779964447,0.42189112305641174
flap,red,0.3061653971672058,0.09320393949747086
bed,red,0.3504200577735901,-0.07799290865659714
string,red,0.39371201395988464,0.3992171883583069
tomato,red,0.45673850178718567,0.4227472245693207
bike,red,0.34528806805610657,0.07958957552909851
street,red,0.3459107279777527,0.10830971598625183
onion,red,0.43443238735198975,0.19987204670906067
pillow,red,0.337737500667572,0.36080852150917053
horn,red,0.3806752860546112,0.14104275405406952
rectangle,red,0.452614426612854,0.4357891082763672
apple,red,0.3840983808040619,0.22618314623832703
barn,red,0.34600675106048584,0.3404989540576935
pepper,red,0.4442237317562103,0.4867705702781677
berry,red,0.42582273483276367,0.05662229657173157
honey,red,0.3724256753921509,0.06655118614435196
window,glazed,0.4207271337509155,nan
viper,horned,0.4748501479625702,nan
body,round,0.3720168471336365,0.10383290797472
globe,round,0.39884042739868164,0.3523932099342346
case,round,0.4082701504230499,-0.019539952278137207
pumpkin,round,0.3816889226436615,0.18498292565345764
pond,round,0.31938737630844116,0.4288276433944702
field,round,0.38965755701065063,0.17971688508987427
table,round,0.474176824092865,0.042262963950634
edge,round,0.40006858110427856,0.2358088344335556
track,round,0.3280074894428253,0.19131210446357727
tree,round,0.3152609169483185,0.33378735184669495
spot,round,0.4632794260978699,0.08992956578731537
cracker,round,0.2896791100502014,0.0005374252796173096
scissors,round,0.27192428708076477,-0.18338188529014587
mark,round,0.4054984748363495,0.01659681648015976
corner,round,0.5464572906494141,0.3289279639720917
hand,round,0.45575517416000366,-0.03779679909348488
carpet,round,0.3158107399940491,0.11239665746688843
wall,round,0.4038909077644348,0.1537109613418579
glasses,round,0.35120299458503723,-0.15074977278709412
tablet,round,0.24338403344154358,nan
penny,round,0.3367556631565094,0.19927039742469788
knob,round,0.3757545053958893,0.42498910427093506
hole,round,0.46230944991111755,0.2859569787979126
wheel,round,0.419227659702301,0.34882575273513794
sun,round,0.37506747245788574,0.3532456159591675
puzzle,round,0.3482086956501007,0.04999135434627533
side,round,0.4471149742603302,0.19568663835525513
egg,round,0.3765072524547577,0.14410006999969482
clock,round,0.47643882036209106,0.40508049726486206
hoop,round,0.3400038480758667,0.33186131715774536
ball,round,0.42767271399497986,0.16009800136089325
circle,round,0.49681419134140015,0.5078983306884766
tower,round,0.3886614143848419,0.25346270203590393
reef,coral,0.8010931611061096,nan
piece,coral,0.3492167592048645,0.06595537811517715
bed,coral,0.36638492345809937,-0.08346682786941528
snake,coral,0.4992361068725586,0.5458328723907471
glass,girl,0.3922491669654846,0.07485511898994446
kiss,girl,0.4684831500053406,0.2315264642238617
bed,girl,0.43331634998321533,0.08616137504577637
hood,girl,0.43622368574142456,0.2661381661891937
colors,girl,0.37198323011398315,-0.00575723871588707
mommy,girl,0.5313780307769775,0.020409438759088516
case,girl,0.4104846119880676,0.06705942004919052
doctor,girl,0.5332900285720825,0.32368749380111694
bike,girl,0.4416731297969818,0.3291134536266327
hair,girl,0.49171462655067444,0.12514682114124298
teacher,girl,0.5236132144927979,0.20578056573867798
shoe,girl,0.4359515309333801,0.2553647458553314
toy,girl,0.490830659866333,0.24221540987491608
potty,girl,0.31300169229507446,0.21833904087543488
bunny,girl,0.5075811743736267,0.3596590757369995
deer,girl,0.4500215947628021,0.48196446895599365
cup,girl,0.41846004128456116,0.17373748123645782
boot,girl,0.34473153948783875,0.39497658610343933
cover,pipe,0.271041601896286,0.025345664471387863
band,pipe,0.3974117338657379,0.5276069641113281
mommy,elephant,0.3809264302253723,0.13687293231487274
parade,elephant,0.377951979637146,0.4896334409713745
ear,elephant,0.3999021649360657,0.48315227031707764
fly,elephant,0.28044337034225464,0.32486671209335327
ride,elephant,0.3835327923297882,0.18001022934913635
trunk,elephant,0.47231966257095337,0.4889910817146301
trumpeting,elephant,0.3212791085243225,0.6361913681030273
eye,elephant,0.3712809085845947,0.512291669845581
puzzle,elephant,0.3221262991428375,0.2728900909423828
grey,elephant,0.36434370279312134,0.3568859100341797
scale,elephant,0.3251170217990875,nan
toy,elephant,0.42964789271354675,0.16468389332294464
brooch,elephant,0.3480352461338043,nan
crying,elephant,0.34991949796676636,0.0687096118927002
book,elephant,0.39384153485298157,0.3379773199558258
leg,elephant,0.4527280330657959,0.2850987911224365
garland,elephant,0.32604724168777466,nan
weight,elephant,0.3588453531265259,0.3035987913608551
cake,smiley,0.3833131790161133,0.22740918397903442
guy,smiley,0.430308997631073,0.16826291382312775
girl,smiley,0.4441916346549988,0.24946095049381256
ball,smiley,0.2867667078971863,0.07898059487342834
face,smiley,0.5136546492576599,0.26807117462158203
sticker,smiley,0.4702925384044647,0.22180616855621338
slab,yellow,0.3117758631706238,nan
belt,yellow,0.4533495306968689,0.27194666862487793
zucchini,yellow,0.34703853726387024,0.17197272181510925
costume,yellow,0.3935226798057556,0.16728529334068298
hoop,yellow,0.31812024116516113,0.1736329346895218
bill,yellow,0.36654818058013916,0.15728610754013062
hair,yellow,0.45486384630203247,0.11168816685676575
dragon,yellow,0.4424554705619812,0.44962263107299805
duckling,yellow,0.2863594889640808,0.22221983969211578
pants,yellow,0.4548414945602417,0.15093441307544708
overalls,yellow,0.4290081858634949,0.2573636472225189
submarine,yellow,0.32573261857032776,0.3676811456680298
man,yellow,0.36966511607170105,0.1006915420293808
cake,yellow,0.39584606885910034,0.3038649559020996
top,yellow,0.4388427138328552,0.3602604269981384
handle,yellow,0.273360013961792,0.488278865814209
chicken,yellow,0.4577869772911072,0.33091819286346436
lip,yellow,0.40035280585289,0.20995847880840302
ball,yellow,0.43712544441223145,0.33250072598457336
helicopter,yellow,0.34137436747550964,0.42960914969444275
skull,yellow,0.31459304690361023,0.2171938419342041
guitar,yellow,0.36416736245155334,0.1804712414741516
ring,yellow,0.4087434411048889,0.3350854516029358
barrel,yellow,0.2897203862667084,0.3217025399208069
stripe,yellow,0.53497314453125,0.574845552444458
room,yellow,0.3647988736629486,0.05422341451048851
squash,yellow,0.3822861909866333,0.04266702011227608
egg,yellow,0.3978957235813141,0.286548376083374
puppy,yellow,0.35748350620269775,0.20934554934501648
snow,yellow,0.4298945665359497,0.38371366262435913
screw,yellow,0.30320608615875244,0.4638434052467346
tube,yellow,0.4045729637145996,0.2673805356025696
knight,yellow,0.32316407561302185,0.38985389471054077
wheel,yellow,0.3951028287410736,0.473310649394989
paper,yellow,0.42162394523620605,0.41714322566986084
baby,yellow,0.40732526779174805,0.10335604101419449
page,yellow,0.20391425490379333,0.24480408430099487
rain,yellow,0.41862785816192627,0.3188452124595642
circle,yellow,0.41023391485214233,0.6150938272476196
parrot,yellow,0.3932895064353943,0.28814375400543213
line,yellow,0.47453573346138,0.22098691761493683
sleeve,yellow,0.36102399230003357,0.24117767810821533
sun,yellow,0.4591776132583618,0.46060338616371155
shirt,yellow,0.4831770658493042,0.21870696544647217
light,yellow,0.5119744539260864,0.49739354848861694
pepper,yellow,0.42380964756011963,0.4858599901199341
tree,yellow,0.35983383655548096,0.2186245322227478
coral,yellow,0.41094136238098145,0.26819804310798645
coloring,yellow,0.5196518301963806,0.07689142972230911
eye,yellow,0.41860324144363403,0.3889065980911255
apple,yellow,0.40991246700286865,0.29879072308540344
hay,yellow,0.3457564115524292,0.2874942123889923
drum,yellow,0.3311541974544525,0.25399667024612427
train,yellow,0.36770668625831604,0.2543225884437561
leaf,yellow,0.4641302824020386,0.4939711093902588
key,yellow,0.39263424277305603,0.41593533754348755
piece,yellow,0.36999964714050293,0.38075438141822815
flower,yellow,0.4670049250125885,0.7038207054138184
bowl,yellow,0.32620999217033386,0.33794450759887695
tongue,yellow,0.38519006967544556,0.21487703919410706
door,yellow,0.3406784236431122,0.11509056389331818
bucket,yellow,0.4053734838962555,0.2425290197134018
banana,yellow,0.45561784505844116,0.357002317905426
flag,yellow,0.49065232276916504,0.4283990263938904
reindeer,yellow,0.31412914395332336,0.38317298889160156
guy,yellow,0.33883988857269287,0.21443456411361694
brush,yellow,0.371293306350708,0.07988952100276947
rake,yellow,0.2374943047761917,0.3437007963657379
saddle,yellow,0.3522760570049286,0.2799049913883209
mouth,yellow,0.34867987036705017,0.13608422875404358
glasses,yellow,0.3471827507019043,0.23127858340740204
sheet,yellow,0.40407127141952515,0.30297982692718506
girl,yellow,0.39810657501220703,0.10248594731092453
hand,yellow,0.3917139768600464,0.29337000846862793
rubber,yellow,0.41646808385849,0.3856847882270813
outfit,yellow,0.38194528222084045,0.3250148296356201
metal,yellow,0.4522637724876404,0.2694880962371826
hose,yellow,0.35687771439552307,0.28161200881004333
moon,yellow,0.42758703231811523,0.4196997880935669
duck,yellow,0.38029006123542786,0.45444822311401367
milk,yellow,0.3879830241203308,0.23976962268352509
octagon,yellow,0.30872252583503723,0.41145458817481995
marble,yellow,0.44410935044288635,0.2901877760887146
mustache,yellow,0.364662766456604,0.30809611082077026
dress,yellow,0.41930562257766724,0.18196599185466766
bar,yellow,0.37276554107666016,0.23721784353256226
boat,yellow,0.3778732120990753,0.39780521392822266
cow,yellow,0.39589911699295044,0.3256259560585022
bag,yellow,0.43285876512527466,0.17096444964408875
button,yellow,0.45480877161026,0.43791067600250244
bed,yellow,0.3689349293708801,0.004787154495716095
card,yellow,0.539340615272522,0.35213255882263184
block,yellow,0.3645111322402954,0.7129552364349365
hat,yellow,0.4334147572517395,0.41729313135147095
house,yellow,0.3904687166213989,0.04048842191696167
color,yellow,0.6062592267990112,0.49402961134910583
pot,yellow,0.3459388017654419,0.45054560899734497
truck,yellow,0.4531817138195038,0.16167712211608887
carrot,yellow,0.421356737613678,0.3463040590286255
broom,yellow,0.38346895575523376,0.3829725384712219
queen,yellow,0.3349965810775757,0.24088674783706665
shoe,yellow,0.37348395586013794,0.28494560718536377
row,yellow,0.40347784757614136,0.41362518072128296
wedge,yellow,0.38070595264434814,0.1645321249961853
pig,yellow,0.4237906038761139,0.4204430878162384
fire,yellow,0.3640088438987732,0.2961973547935486
bead,yellow,0.35295698046684265,0.5006770491600037
sheep,yellow,0.4010349214076996,0.4688118100166321
van,yellow,0.40709826350212097,0.42840495705604553
tooth,yellow,0.38289761543273926,0.21585477888584137
plastic,yellow,0.5112303495407104,0.5385706424713135
taxi,yellow,0.4151175320148468,0.23787355422973633
car,yellow,0.4275945723056793,0.34132450819015503
kite,yellow,0.44575411081314087,0.38400548696517944
stick,yellow,0.4182790219783783,0.2544475793838501
mountain,yellow,0.4175128638744354,0.2785777151584625
match,yellow,0.3799498975276947,0.2976713180541992
green,yellow,0.8084262609481812,0.9119924306869507
chalk,yellow,0.4017864167690277,0.4628123342990875
square,yellow,0.4359520673751831,0.7377169132232666
blanket,yellow,0.4098575711250305,0.37442144751548767
roller,yellow,0.3786049485206604,0.3296786844730377
leg,yellow,0.35023021697998047,0.26184356212615967
triangle,yellow,0.4712236225605011,0.7457015514373779
elephant,yellow,0.3760349154472351,0.3457234501838684
piggie,yellow,0.33472689986228943,0.2895108461380005
colors,yellow,0.5349782109260559,0.3320731818675995
star,yellow,0.4212290644645691,0.7239114046096802
pail,yellow,0.38166719675064087,0.28507113456726074
shovel,yellow,0.32231396436691284,0.5052787661552429
airplane,yellow,0.3362678289413452,0.3142922520637512
lion,yellow,0.3941957652568817,0.3693751096725464
marker,yellow,0.42133283615112305,0.6304000616073608
arrow,yellow,0.45186784863471985,0.48295900225639343
track,yellow,0.32116830348968506,0.38985738158226013
bin,yellow,0.35721641778945923,0.42732304334640503
shelf,yellow,0.29307496547698975,0.2381022572517395
grey,yellow,0.7034239172935486,0.6162503957748413
fat,yellow,0.4179711937904358,0.34222424030303955
cap,yellow,0.425649493932724,0.4929671287536621
noodle,yellow,0.3486892580986023,0.27585655450820923
coat,yellow,0.45327451825141907,0.24621805548667908
radiator,yellow,0.37706008553504944,0.14627060294151306
crayon,yellow,0.4831608831882477,0.6948111057281494
lemon,yellow,0.5102633237838745,0.34267204999923706
honey,yellow,0.3998787999153137,0.05834170803427696
lemonade,yellow,0.34353914856910706,0.3127194046974182
butterfly,yellow,0.34972673654556274,0.4649302065372467
bus,yellow,0.41342997550964355,0.103787861764431
paint,yellow,0.4378044605255127,0.36082956194877625
balloon,yellow,0.4086766242980957,0.535525381565094
cup,yellow,0.38335120677948,0.38870668411254883
wing,yellow,0.378404438495636,0.371012806892395
ribbon,yellow,0.4707431197166443,0.3953905701637268
feather,yellow,0.3978865444660187,0.18322508037090302
knee,yellow,0.3748120963573456,0.30954551696777344
head,yellow,0.4077349305152893,0.15603947639465332
chair,yellow,0.34660661220550537,0.1304282248020172
cartridge,yellow,0.29807785153388977,0.31555575132369995
box,yellow,0.4884834885597229,0.25560423731803894
neon,yellow,0.5165858864784241,nan
horse,yellow,0.39543482661247253,0.34009867906570435
collar,yellow,0.4587099552154541,0.3223535418510437
chick,yellow,0.36958587169647217,0.23121480643749237
bib,yellow,0.4558669328689575,0.24828463792800903
dinosaur,yellow,0.3689359724521637,0.5397475957870483
tape,yellow,0.4335203766822815,0.1262321174144745
dot,yellow,0.4164249300956726,0.6828398108482361
fish,yellow,0.3854050040245056,0.523827314376831
lid,yellow,0.35241806507110596,0.48097363114356995
plane,yellow,0.3651585578918457,0.41710278391838074
picture,yellow,0.4336518347263336,0.2530025541782379
curtain,yellow,0.37258362770080566,0.23672540485858917
orange,yellow,0.8086148500442505,0.7296202182769775
mommy,yellow,0.28494367003440857,0.037116385996341705
school,yellow,0.38029351830482483,-0.08075055480003357
bird,yellow,0.4017338454723358,0.28365087509155273
mom,yellow,0.28545504808425903,-0.030068138614296913
hippo,yellow,0.3485381007194519,0.20834150910377502
scarf,yellow,0.4406457841396332,0.4162624478340149
fuzz,yellow,0.3724614381790161,nan
roof,yellow,0.4339158833026886,0.31076157093048096
toe,yellow,0.3861774206161499,0.12873010337352753
driver,yellow,0.40523433685302734,0.3556196093559265
lady,yellow,0.3993537127971649,0.17584273219108582
buckle,top,0.29705241322517395,0.09523755311965942
molar,top,0.2298412173986435,0.012419160455465317
corner,top,0.4032512307167053,0.5053296685218811
coat,top,0.3124085068702698,0.35276609659194946
hat,top,0.3888532519340515,0.35669851303100586
trainer,top,0.31371283531188965,nan
lid,top,0.38044607639312744,0.608664870262146
edge,top,0.46776434779167175,0.6438078284263611
step,top,0.4204288721084595,0.4356927275657654
floor,top,0.37014079093933105,0.5596504807472229
bunk,top,0.38418442010879517,-0.03495214506983757
gear,top,0.349756121635437,nan
tap,top,0.3687397837638855,-0.06613647192716599
row,top,0.4222509264945984,0.2206958681344986
oven,top,0.2827092111110687,0.3780437111854553
penthouse,top,0.3539723753929138,nan
line,top,0.4339190721511841,0.5147497057914734
prize,top,0.31422048807144165,-0.05878882110118866
card,top,0.34662067890167236,0.21299344301223755
window,top,0.34473511576652527,0.32520318031311035
cap,top,0.39324498176574707,0.4714300036430359
cream,top,0.44685429334640503,0.1730562448501587
piece,top,0.3216782510280609,0.4997371435165405
branch,top,0.283682256937027,0.3982277810573578
model,top,0.33297449350357056,0.03843297064304352
side,top,0.46224552392959595,0.6686996221542358
butter,top,0.33371949195861816,0.24795475602149963
lip,top,0.42845863103866577,0.2131313532590866
shop,top,0.2839222252368927,0.15557466447353363
hit,top,0.4296491742134094,0.07030496001243591
refrigerator,top,0.32063427567481995,0.47032684087753296
shelf,top,0.3915407061576843,0.4912666380405426
drawer,top,0.3836290240287781,0.37806352972984314
handle,top,0.3466521203517914,0.3343077301979065
tooth,top,0.30092722177505493,0.06972292065620422
suit,green,0.357202410697937,0.27798187732696533
chain,green,0.31373804807662964,0.2033839225769043
horse,green,0.358467161655426,0.2500408887863159
leaf,green,0.4768962860107422,0.39604651927948
tomato,green,0.4755248725414276,0.437034547328949
slide,green,0.2666473388671875,0.10776963829994202
tail,green,0.37036603689193726,0.38691794872283936
jacket,green,0.4456246495246887,0.19857391715049744
vegetable,green,0.4594903588294983,0.33937060832977295
edge,green,0.4346417784690857,0.44777756929397583
beard,green,0.3905363976955414,0.4038713574409485
scooter,green,0.3189375698566437,0.166171595454216
triceratops,green,0.28408282995224,0.08641009032726288
airplane,green,0.2700220048427582,0.27099600434303284
jungle,green,0.3371559977531433,0.22368395328521729
room,green,0.36051687598228455,0.06516139954328537
hat,green,0.4110918641090393,0.3413379192352295
flag,green,0.45905742049217224,0.3352797031402588
park,green,0.38452619314193726,0.03624705225229263
zebra,green,0.38236498832702637,0.3856428563594818
book,green,0.35681813955307007,0.01394825428724289
dog,green,0.32167181372642517,0.1521732658147812
